bottle,46241,,"A bottle is a narrow-necked container made of an impermeable material (clay, glass, plastic, aluminium etc
) in various shapes and sizes  to store and transport liquids (water, milk, beer, wine, ink, cooking oil, medicine, soft drinks, shampoo, and chemicals, etc
) and whose mouth at the bottling line can be sealed with an internal stopper, an external bottle cap, a closure, or a conductive ""inner seal"" using induction sealing

Some of the earliest bottles appeared in China, Phoenicia, Crete, and Rome



== Etymology ==

First attested in 14th century
 From the English word bottle derives from an Old French word boteille, from vulgar Latin butticula, from late Latin buttis (""cask""), a latinisation of the Greek βοῦττις (bouttis) (""vessel"")



== Types of bottle ==


=== Glass bottles ===


==== Wine bottles ====

The glass bottle represented an important development in the history of wine, because, when combined with a high-quality stopper such as a cork, it allowed long-term aging of wine
"
newspaper,390182,,"A newspaper is a periodical publication containing written information about current events and is often typed in black ink with a white or gray background

Newspapers can cover a wide variety of fields such as politics, business, sports and art, and often include materials such as opinion columns, weather forecasts, reviews of local services, obituaries, birth notices, crosswords, editorial cartoons, comic strips, and advice columns

Most newspapers are businesses, and they pay their expenses with a mixture of subscription revenue, newsstand sales, and advertising revenue
 The journalism organizations that publish newspapers are themselves often metonymically called newspapers

Newspapers have traditionally been published in print (usually on cheap, low-grade paper called newsprint)
"
wallet,978579,,"Ballet (French: [balɛ]) is a type of performance dance that originated during the Italian Renaissance in the fifteenth century and later developed into a concert dance form in France and Russia
 It has since become a widespread, highly technical form of dance with its own vocabulary based on French terminology
 It has been globally influential and has defined the foundational techniques used in many other dance genres and cultures
 Ballet has been taught in various schools around the world, which have historically incorporated their own cultures and as a result, the art has evolved in a number of distinct ways
 See glossary of ballet
"
clay pot,775602,,"Pottery is the process of forming vessels and other objects with clay and other ceramic materials, which are fired at high temperatures to give them a hard, durable form
   Major types include earthenware, stoneware and porcelain
 The place where such wares are made by a potter is also called a pottery (plural ""potteries"")
  The definition of pottery used by the American Society for Testing and Materials (ASTM), is ""all fired ceramic wares that contain clay when formed, except technical, structural, and refractory products
"" In archaeology, especially of ancient and prehistoric periods, ""pottery"" often means vessels only, and figures etc
 of the same material are called ""terracottas""
"
apple,111625,,"In mathematics and computer science, apply is a function that applies functions to arguments
 It is central to programming languages derived from lambda calculus, such as LISP and Scheme, and also in functional languages
 It has a role in the study of the denotational semantics of computer programs, because it is a continuous function on complete partial orders
 Apply is also a continuous function in homotopy theory, and, indeed underpins the entire theory: it allows a homotopy deformation to be viewed as a continuous path in the space of functions
  Likewise, valid mutations (refactorings) of computer programs can be seen as those that are ""continuous"" in the Scott topology
"
vase,566378,,"A vase (, , or ) is an open container
 It can be made from a number of materials, such as ceramics, glass, non-rusting metals, such as aluminium, brass, bronze, or stainless steel
 Even wood has been used to make vases, either by using tree species that naturally resist rot, such as teak, or by applying a protective coating to conventional wood
 Vases are often decorated, and they are often used to hold cut flowers
 Vases come in different sizes to support whatever flower its holding or keeping in place
"
deodorant,976150,,"A deodorant is a substance applied to the body to prevent or mask (hide) body odor due to bacterial breakdown of perspiration in the armpits, groin, and feet, and in some cases vaginal secretions
 A subclass of deodorants, called antiperspirants, prevents sweating itself, typically by blocking sweat glands
 Antiperspirants are used on a wider range of body parts, at any place where sweat would be inconvenient or unsafe, since unwanted sweating can interfere with comfort, vision, and grip (due to slipping)
 Other types of deodorant allow sweating but prevent bacterial action on sweat, since human sweat only has a noticeable smell when it is decomposed by bacteria

In the United States, the Food and Drug Administration classifies and regulates most deodorants as cosmetics but classifies antiperspirants as over-the-counter drugs
The first commercial deodorant, Mum, was introduced and patented in the late nineteenth century by an inventor in Philadelphia, Pennsylvania, Edna Murphey
"
bowl,915263,,"A bowl is a round dish or container typically used to prepare and serve food
 The interior of a bowl is characteristically shaped like a spherical cap, with the edges and the bottom forming a seamless curve
 This makes bowls especially suited for holding liquids and loose food, as the contents of the bowl are naturally concentrated in its center by the force of gravity
 The exterior of a bowl is most often round but can be of any shape, including rectangular

The size of bowls varies from small bowls used to hold a single serving of food to large bowls, such as punch bowls or salad bowl, that are often used to hold or store more than one portion of food
"
clock,653025,,"A clock is an instrument used to measure, keep, and indicate time
 The clock is one of the oldest human inventions, meeting the need to measure intervals of time shorter than the natural units: the day, the lunar month, and the year
 Devices operating on several physical processes have been used over the millennia

Some predecessors to the modern clock may be considered as ""clocks"" that are based on movement in nature: A sundial shows the time by displaying the position of a shadow on a flat surface
 There is a range of duration timers, a well-known example being the hourglass
"
toothbrush,112237,,"A toothbrush is an oral hygiene instrument used to clean the teeth, gums, and tongue
 It consists of a head of tightly clustered bristles, atop of which toothpaste can be applied, mounted on a handle which facilitates the cleaning of hard-to-reach areas of the mouth
 They are usually used alongside floss

They are available with different bristle textures, sizes, and forms
 Most dentists recommend using a soft toothbrush since hard-bristled toothbrushes can damage tooth enamel and irritate the gums
Because many common and effective ingredients in toothpaste are harmful if swallowed in large doses and instead should be spat out, the act of brushing teeth is most often done at a sink within the kitchen or bathroom, where the brush may be rinsed off afterwards to remove any debris remaining and then dried to reduce conditions ideal for germ growth (and, if it is a wooden toothbrush, mold as well)
"
magnet,113883,,"A magnet is a material or object that produces a magnetic field
 This magnetic field is invisible but is responsible for the most notable property of a magnet: a force that pulls on other ferromagnetic materials, such as iron, and attracts or repels other magnets
 
A permanent magnet is an object made from a material that is magnetized and creates its own persistent magnetic field
 An everyday example is a refrigerator magnet used to hold notes on a refrigerator door
 Materials that can be magnetized, which are also the ones that are strongly attracted to a magnet, are called ferromagnetic (or ferrimagnetic)
"
cat,75713,,"The cat (Felis catus) is a small carnivorous mammal
 It is the only domesticated species in the family Felidae and often referred to as the domestic cat to distinguish it from wild members of the family
 The cat is either a house cat, a farm cat or a feral cat; latter ranges freely and avoids human contact

Domestic cats are valued by humans for companionship and for their ability to hunt rodents
 About 60 cat breeds are recognized by various cat registries
The cat is similar in anatomy to the other felid species, has a strong flexible body, quick reflexes, sharp teeth and retractable claws adapted to killing small prey
"
cell phone,277271,,"A mobile phone, cellular phone, cell phone, cellphone, or hand phone, sometimes shortened to simply mobile, cell or just phone, is a portable telephone that can make and receive calls over a radio frequency link while the user is moving within a telephone service area
 The radio frequency link establishes a connection to the switching systems of a mobile phone operator, which provides access to the public switched telephone network (PSTN)
 Modern mobile telephone services use a cellular network architecture, and, therefore, mobile telephones are called cellular telephones or cell phones, in North America
 In addition to telephony, 2000s-era mobile phones support a variety of other services, such as text messaging, MMS, email, Internet access, short-range wireless communications (infrared, Bluetooth), business applications, video games, and digital photography
 Mobile phones offering only those capabilities are known as feature phones; mobile phones which offer greatly advanced computing capabilities are referred to as smartphones
"
cinder block,691293,,"A concrete masonry unit (CMU) is a standard size rectangular block used in building construction
 CMUs are some of the most versatile building products available because of the wide variety of appearances that can be achieved using concrete masonry units
Those that use cinders (fly ash or bottom ash) are called cinder blocks in the United States, breeze blocks (breeze is a synonym of ash) in the United Kingdom, and hollow blocks in the Philippines
 In New Zealand and Canada they are known as concrete blocks (a name common in the United States also)
 In New Zealand, they are also called construction blocks
 In Australia they are also called Besser blocks and Besser bricks, because the Besser Company was a major supplier of machines that made concrete blocks
"
bread,627178,,"Bread is a staple food prepared from a dough of flour and water, usually by baking
 Throughout recorded history it has been a prominent food in large parts of the world and is one of the oldest man-made foods, having been of significant importance since the dawn of agriculture

Bread may be leavened by processes such as reliance on naturally occurring sourdough microbes, chemicals, industrially produced yeast, or high-pressure aeration
 Commercial bread commonly contains additives to improve flavor, texture, color, shelf life, nutrition, and ease of manufacturing

Bread plays essential roles in religious rituals and secular culture
"
bag,232940,,"A bag (also known regionally as a sack) is a common tool in the form of a non-rigid container
 The use of bags predates recorded history, with the earliest bags being no more than lengths of animal skin, cotton, or woven plant fibers, folded up at the edges and secured in that shape with strings of the same material
Despite their simplicity, bags have been fundamental for the development of human civilization, as they allow people to easily collect loose materials such as berries or food grains, and to transport more items than could readily be carried in the hands
 The word probably has its origins in the Norse word baggi, from the reconstructed Proto-Indo-European bʰak, but is also comparable to the Welsh baich (load, bundle), and the Greek Τσιαντουλίτσα (Chandulícha, load)

Cheap disposable paper bags and plastic shopping bags are very common in the retail trade as a convenience for shoppers, and are often supplied by the shop for free or for a small fee
 Customers may also take their own shopping bags to use in shops
"
synthesizer,186266,,"A synthesizer (UK: synthesiser) is an electronic musical instrument that generates audio signals
 Synthesizers generate audio through methods including subtractive synthesis, additive synthesis, and frequency modulation synthesis
 These sounds may be shaped and modulated by components such as filters, envelopes, and low-frequency oscillators
 Synthesizers are typically sequenced, controlled by software or instruments via MIDI, or played with keyboards or other controllers

Synthesizer-like instruments emerged in the USA in the mid-20th century with instruments such as the RCA Mark II, which was controlled with punch cards and composed of hundreds of vacuum tubes
"
milk,357917,,"An oil is any nonpolar chemical substance that is a viscous liquid at ambient temperatures and is both hydrophobic (does not mix with water, literally ""water fearing"") and lipophilic (mixes with other oils, literally ""fat loving"")
 Oils have a high carbon and hydrogen content and are usually flammable and surface active

The general definition of oil includes classes of chemical compounds that may be otherwise unrelated in structure, properties, and uses
 Oils may be animal, vegetable, or petrochemical in origin, and may be volatile or non-volatile
 They are used for food (e
g
, olive oil), fuel (e
g
, heating oil), medical purposes (e
g
, mineral oil), lubrication (e
g
"
money,593055,,"Money is any item or verifiable record that is generally accepted as payment for goods and services and repayment of debts, such as taxes, in a particular country or socio-economic context
 The main functions of money are distinguished as: a medium of exchange, a unit of account, a store of value and sometimes, a standard of deferred payment
 Any item or verifiable record that fulfils these functions can be considered as money

Money is historically an emergent market phenomenon establishing a commodity money, but nearly all contemporary money systems are based on fiat money
 Fiat money, like any check or note of debt, is without use value as a physical commodity
"
typewriter,532047,,"A typewriter is a mechanical or electromechanical machine for writing characters similar to those produced by a printer's movable type
 Typically, a typewriter has an array of keys, and each one causes a different single character to be produced on the paper, by means of a ribbon with dried ink struck against the paper by a type element similar to the sorts used in movable type letterpress printing
 On some typewriters, a separate type element (called a typebar) corresponds to each key; others use a single type element (such as a typeball or disc) with a different portion of it used for each character
 At the end of the nineteenth century, the term typewriter was also applied to a person who used a typing machine


The first commercial typewriters were introduced in 1874, but did not become common in offices until after the mid-1880s
"
street lights,546962,,"Street Lights is a 2018 Indian Malayalam language thriller film directed by cinematographer Shamdat in his directorial debut
 The film is produced by Mammootty under his banner Playhouse Motion Pictures and starring himself alongside a different supporting cast in each language
 The film features Soubin Shahir, Dharmajan Bolgatty, Hareesh Perumanna, and Lijomol Jose, who play pivotal roles in Malayalam
 The film was simultaneously shot in Tamil with Prithvi Rajan, Pandi, Pandiarajan, and Sreeram playing pivotal roles

The principal photography began on 24 March 2017 and was conducted in Kochi, Pollachi, and Chennai
"
glass,464441,,"Glass is a non-crystalline, often transparent amorphous solid, that has widespread practical, technological, and decorative use in, for example, window panes, tableware, optics, and optoelectronics
 The most familiar, and historically the oldest, types of manufactured glass are ""silicate glasses"" based on the chemical compound silica (silicon dioxide, or quartz), the primary constituent of sand
  The term glass, in popular usage, is often used to refer only to this type of material, which is familiar from use as window glass and glass bottles
 Of the many silica-based glasses that exist, ordinary glazing and container glass is formed from a specific type called soda-lime glass, composed of approximately 75% silicon dioxide (SiO2), sodium oxide (Na2O) from sodium carbonate (Na2CO3), calcium oxide (CaO), also called lime, and several minor additives



== Applications ==
Many applications of silicate glasses derive from their optical transparency, giving rise to their primary use as window panes
"
shirt,666363,,"A shirt is a cloth garment for the upper body (from the neck to the waist)

Originally an undergarment worn exclusively by men, it has become, in American English, a catch-all term for a broad variety of upper-body garments and undergarments
 In British English, a shirt is more specifically a garment with a collar, sleeves with cuffs, and a full vertical opening with buttons or snaps (North Americans would call that a ""dress shirt"", a specific type of collared shirt)
 A shirt can also be worn with a necktie under the shirt collar



== History ==
The world's oldest preserved garment, discovered by Flinders Petrie, is a ""highly sophisticated"" linen shirt from a First Dynasty Egyptian tomb at Tarkan, dated to c
"
wagon,308100,,"A wagon is a heavy four-wheeled vehicle pulled by draught animals or on occasion by humans, used for transporting goods, commodities, agricultural materials, supplies and sometimes people

Wagons are immediately distinguished from carts (which have two wheels) and from lighter four-wheeled vehicles primarily for carrying people, such as carriages
 Animals such as horses, mules, or oxen usually pull wagons
 One animal or several, often in pairs or teams may pull wagons
 However, there are examples of human-propelled wagons, such as mining corfs
"
blanket,805467,,"A blanket is a piece of soft cloth large enough either to cover or to enfold a great portion of the user's body, usually when sleeping or otherwise at rest, thereby trapping radiant bodily heat that otherwise would be lost through convection, and so keeping the body warm



== Etymology ==
The term arose from the generalization of a specific fabric called Blanket fabric, a heavily napped woolen weave pioneered by Thomas Blanket (Blanquette), a Flemish weaver who lived in Bristol, England, in the 14th century

Earlier usage of the term is possible through its derivation from the French word for white, blanc



== Types ==

Many types of blanket material, such as wool, are used because they are thicker and have more substantial fabric to them, but cotton can also be used for light blankets
 Wool blankets are warmer and also relatively slow to burn compared to cotton
"
slipper,30141,,"Slippers are light footwear that are easy to put on and off and are intended to be worn indoors, particularly at home



== History ==
The recorded history of slippers can be traced back to the 12th century when the Vietnamese had been wearing slippers
 But in the West, the record can only be traced to 1478



== Types ==
The following is a partial list of types of slippers:

Open-heel slippers – usually made with a fabric upper layer that encloses the top of the foot and the toes, but leaves the heel open
 These are often distributed in expensive hotels, included with the cost of the room
"
micro-USB,378673,,"Universal Serial Bus (USB) is an industry standard that establishes specifications for cables and connectors and protocols for connection, communication and power supply between computers, peripheral devices and other computers
  Released in 1996, the USB standard is currently maintained by the USB Implementers Forum (USB-IF)
  There have been four generations of USB specifications: USB 1.x, USB 2.0, USB 3.x and USB4



== Overview ==
USB was designed to standardize the connection of peripherals to personal computers, both to communicate with and to supply electric power
 It has largely replaced interfaces such as serial ports and parallel ports, and has become commonplace on a wide range of devices
"
lamp shade,623055,,"A lampshade is a fixture that covers the lightbulb on a lamp to diffuse the light it emits
 Lampshades can be made out of a wide variety of materials like paper, glass, fabric or stone
 Usually conical or cylindrical in shape, lampshades can be found on floor, desk, tabletop, or suspended lamps
  The term can also apply to the glass hung under many designs of ceiling lamp
  Beyond its practical purpose, significant emphasis is also usually given to decorative and aesthetic features
"
nail clippers,333682,,"A nail clipper (also called nail clippers, a nail trimmer, a nail cutter or nipper type) is a hand tool used to trim fingernails, toenails and hangnails



== Design ==

Nail clippers are usually made of stainless steel but can also be made of plastic and aluminium
 Two common varieties are the plier type and the compound lever type
 Many nail clippers usually come with a miniature file fixed to it to allow rough edges of nails to be manicured
 Nail clippers occasionally come with a nail catcher
"
glow stick,888122,,"A glow stick is a self-contained, short-term light-source
 It consists of a translucent plastic tube containing isolated substances that, when combined, make light through chemiluminescence, so it does not require an external energy source
 The light cannot be turned off and can be used only once
 Glow sticks are often used for recreation, but may also be relied upon for light during military, police, fire, or emergency medical services operations
 They are also used by military and police to mark ""clear"" areas
"
shoe lace,107895,,"Shoelaces, also called shoestrings (US English) or bootlaces (UK English), are a system commonly used to secure shoes, boots, and other footwear
 They typically consist of a pair of strings or cords, one for each shoe, finished off at both ends with stiff sections, known as aglets
 Each shoelace typically passes through a series of holes, eyelets, loops or hooks on either side of the shoe
 Loosening the lacing allows the shoe to open wide enough for the foot to be inserted or removed
 Tightening the lacing and tying off the ends secures the foot within the shoe
"
spoon,403313,,"A spoon is a utensil consisting of a small shallow bowl (also known as a head), oval or round, at the end of a handle
 A type of cutlery (sometimes called flatware in the United States), especially as part of a place setting, it is used primarily for serving
 Spoons are also used in food preparation to measure, mix, stir and toss ingredients
 Present day spoons are made from metal (notably flat silver or silverware, plated or solid), wood, porcelain or plastic
 There are a wide variety of spoons that are made of variety of materials and by different cultures for many different uses and foods
"
tissue box,223479,,"Facial tissue, paper handkerchief, and Kleenex refers to a class of soft, absorbent, disposable papers that are suitable for use on the face
 They are disposable alternatives for cloth handkerchiefs
 The terms are commonly used to refer to the type of paper tissue, usually sold in boxes, that is designed to facilitate the expulsion of nasal mucus from the nose (nose-blowing) although it may refer to other types of facial tissues such as napkins and wipes

Facial tissue is often referred to as a ""tissue"", or (in Canada and the United States) by the generic trademark ""Kleenex"" which popularized the invention and its use



== Manufacture ==
Facial tissue and paper handkerchiefs are made from the lowest basis weights tissue paper (14 18 g/m2)
"
television,971063,,"Television (TV), sometimes shortened to tele or telly, is a telecommunication medium used for transmitting moving images in monochrome (black and white), or in colour, and in two or three dimensions and sound
 The term can refer to a television set, a television program (""TV show""), or the medium of television transmission
 Television is a mass medium for advertising, entertainment and news

Television became available in crude experimental forms in the late 1920s, but it would still be several years before the new technology would be marketed to consumers
 After World War II, an improved form of black-and-white TV broadcasting became popular in the United States and Britain, and television sets became commonplace in homes, businesses, and institutions
"
seat belt,70886,,"A seat belt (also known as a seatbelt or safety belt) is a vehicle safety device designed to secure the driver or a passenger of a vehicle against harmful movement that may result during a collision or a sudden stop
 A seat belt reduces the likelihood of death or serious injury in a traffic collision by reducing the force of secondary impacts with interior strike hazards, by keeping occupants positioned correctly for maximum effectiveness of the airbag (if equipped) and by preventing occupants being ejected from the vehicle in a crash or if the vehicle rolls over

When in motion, the driver and passengers are travelling at the same speed as the car
 If the driver makes the car suddenly stop or crashes it, the driver and passengers continue at the same speed the car was going before it stopped
 A seatbelt applies an opposing force to the driver and passengers to prevent them from falling out or making contact with the interior of the car (especially preventing contact with, or going through, the windshield)
"
tableware,843873,,"Tableware are the dishes or dishware used for setting a table, serving food and dining
 It includes cutlery, glassware, serving dishes and other useful items for practical as well as decorative purposes
 The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion
 For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates
 Special occasions are usually reflected in higher quality tableware
Cutlery is more usually known as silverware or flatware in the United States, where cutlery usually means knives and related cutting instruments; elsewhere cutlery includes all the forks, spoons and other silverware items
"
soy sauce packet,596925,,"Soy sauce (American English), also spelt as soya sauce (British English), is a liquid condiment of Chinese origin, made from a fermented paste of soybeans, roasted grain, brine, and Aspergillus oryzae or Aspergillus sojae molds
 Soy sauce in its current form was created about 2,200 years ago during the Western Han dynasty of ancient China, and spread throughout East and Southeast Asia where it is used in cooking and as a condiment



== Usage and Storage ==
Soy sauce can be added directly to food, used as a dip, used to season meat, or be added for flavor in cooking
 It is often eaten with sushi, noodles, and sashimi
 It can also be mixed with ground wasabi
"
toilet,114168,,"A toilet is a piece of hardware used for the collection or disposal of human urine and feces
 In other words: ""Toilets are sanitation facilities at the user interface that allow the safe and convenient urination and defecation""
 Toilets can be with or without flushing water (flush toilet or dry toilet)
 They can be set up for a sitting posture or for a squatting posture (squat toilet)
 Flush toilets are usually connected to a sewer system in urban areas and to septic tanks in isolated areas
"
carrots,81935,,"The carrot (Daucus carota subsp
 sativus) is a root vegetable, usually orange in colour, though purple, black, red, white, and yellow cultivars exist
 They are a domesticated form of the wild carrot, Daucus carota, native to Europe and Southwestern Asia
 The plant probably originated in Persia and was originally cultivated for its leaves and seeds
 The most commonly eaten part of the plant is the taproot, although the stems and leaves are eaten as well
"
fake flowers,977645,,"Artificial flowers are imitations of natural flowering plants used for commercial or residential decoration
 They are sometimes made for scientific purposes (the collection of glass flowers at Harvard University, for example, illustrates the flora of the United States)

Artificial plants vary widely from mass-produced varieties that are distinguishable from real plants by casual observation to highly detailed botanical or artistic specimens
 
Materials used in their manufacture have included painted linen and shavings of stained horn in ancient Egypt, gold and silver in ancient Rome, rice-paper in China, silkworm cocoons in Italy, colored feathers in South America, and wax and tinted shells
 Modern techniques involve carved or formed soap, nylon netting stretched over wire frames, ground clay, and mass-produced injection plastic mouldings
"
book,49157,,"A book is a medium for recording information in the form of writing or images, typically composed of many pages (made of papyrus, parchment, vellum, or paper) bound together and protected by a cover
 The technical term for this physical arrangement is codex (in the plural, codices)
 In the history of hand-held physical supports for extended written compositions or records, the codex replaces its immediate predecessor, the scroll
  A single sheet in a codex is a leaf, and each side of a leaf is a page

As an intellectual object, a book is prototypically a composition of such great length that it takes a considerable investment of time to compose and a still considerable, though not so extensive, investment of time to read
"
button,904057,,"In modern clothing and fashion design, a button is a small fastener, now most commonly made of plastic but also may be made of metal, wood, or seashell, that joins two pieces of fabric together
 In archaeology, a button can be a significant artifact
 In the applied arts and in craft, a button can be an example of folk art, studio craft, or even a miniature work of art

Buttons are most often attached to articles of clothing but can also be used on containers such as wallets and bags
 However, buttons may be sewn onto garments and similar items exclusively for purposes of ornamentation
"
window,384123,,"A window is an opening in a wall, door, roof or vehicle that allows the passage of light, sound, and sometimes air
 Modern windows are usually glazed or covered in some other transparent or translucent material, a sash set in a frame in the opening; the sash and frame are also referred to as a window
 Many glazed windows may be opened, to allow ventilation, or closed, to exclude inclement weather
 Windows often have a latch or similar mechanism to lock the window shut or to hold it open by various amounts

Types include the eyebrow window, fixed windows, single-hung and double-hung sash windows, horizontal sliding sash windows, casement windows, awning windows, hopper windows, tilt and slide windows (often door-sized), tilt and turn windows, transom windows, sidelight windows, jalousie or louvered windows, clerestory windows, skylights, roof windows, roof lanterns, bay windows, oriel windows, thermal, or Diocletian, windows, picture windows, emergency exit windows, stained glass windows, French windows, panel windows, and double - and triple paned windows
"
pen,246969,,"A pen is a writing instrument used to apply ink to a surface, usually paper, for writing or drawing
 Historically, reed pens, quill pens, and dip pens were used, with a nib dipped in ink
 Ruling pens allow precise adjustment of line width, and still find a few specialized uses, but technical pens such as the Rapidograph are more commonly used
 Modern types include ballpoint, rollerball, fountain and felt or ceramic tip pens



== History ==

Ancient Egyptians had developed writing on papyrus scrolls when scribes used thin reed brushes or reed pens from the Juncus maritimus or sea rush
"
fridge,333608,,"A refrigerator (colloquially fridge) consists of a thermally insulated compartment and a heat pump (mechanical, electronic or chemical) that transfers heat from the inside of the fridge to its external environment so that the inside of the fridge is cooled to a temperature below the room temperature
 Refrigeration is an essential food storage technique in developed countries
 The lower temperature lowers the reproduction rate of bacteria, so the refrigerator reduces the rate of spoilage
 A refrigerator maintains a temperature a few degrees above the freezing point of water
 Optimum temperature range for perishable food storage is 3 to 5 °C (37 to 41 °F)
"
bracelet,497610,,"A bracelet is an article of jewellery that is worn around the wrist
 Bracelets may serve different uses, such as being worn as an ornament
 When worn as ornaments, bracelets may have a supportive function to hold other items of decoration, such as charms
 Medical and identity information are marked on some bracelets, such as allergy bracelets, hospital patient-identification tags, and bracelet tags for newborn babies
 Bracelets may be worn to signify a certain phenomenon, such as breast cancer awareness, or for religious/cultural purposes
"
photo album,508751,,"A photographic album, or photo album, is a series of photographic prints collected by an individual person or family in the form of a book
 Some book-form photo albums have compartments which the photos may be slipped into; other albums have heavy paper with an abrasive surface covered with clear plastic sheets, on which surface photos can be put
 Older style albums often were simply books of heavy paper on which photos could be glued to or attached to with adhesive corners or pages



== History ==
The oldest photograph albums in the collection of the Library of Congress in Washington, D
C
 are from the 1850s
 Early family photo albums were often displayed in the home
"
lip gloss,984119,,"Lip gloss is a product used primarily to give lips a glossy lustre, and sometimes to add a subtle color
 It is distributed as a liquid or a soft solid (not to be confused with lip balm, which generally has medical or soothing purposes or lipstick, which generally is a solid, cream like substance that gives off a more pigmented color
) The product is available in ranges of opacity from translucent to solid, and can have various frosted, glittery, glossy, and metallic finishes



== Types ==
Like lipstick, lip gloss comes in a variety of forms and may be applied in different ways
 It can be contained in a small cylinder and applied with a rounded or sloped applicator wand (known as a doe foot applicator) or with a built in lip brush
 It can come in a small, soft, squeezable plastic tube designed to be passed over the lips or applied with a fingertip or lip brush
"
clothes hanger,306835,,"A clothes hanger, coat hanger, or coathanger, is a device in the shape of:

Human shoulders designed to facilitate the hanging of a coat, jacket, sweater, shirt, blouse or dress in a manner that prevents wrinkles, with a lower bar for the hanging of trousers or skirts

Clamp for the hanging of trousers, skirts, or kilts
 Both types can be combined in a single hanger
The clothing hanger was originally designed to allow people quick access to their clothing as well as designate an area, in their home, to keep their clothing in
 It was also used to keep clothing dry or without a wrinkle
 
There are three basic types of clothes hangers
"
soda can,671710,,"A drink can (or beverage can) is a metal container designed to hold a fixed portion of liquid such as carbonated soft drinks, alcoholic drinks, fruit juices, teas, herbal teas, energy drinks, etc
 Drink cans are made of aluminium (75% of worldwide production) or tin-plated steel (25% worldwide production)
 Worldwide production for all drink cans is approximately 370 billion cans per year worldwide



== History ==

The first commercial beer available in cans began in 1935 in Richmond, Virginia
 Not long after that, sodas, with their higher acidity and somewhat higher pressures, were available in cans
"
sharpie,861588,,"Sharpie is a brand of writing instruments (mainly permanent marker pens) manufactured by Newell Brands, a public company, headquartered in Atlanta, Georgia
 Originally designating a single permanent marker, the Sharpie brand has been widely expanded and can now be found on a variety of previously unrelated permanent and non-permanent pens and markers formerly marketed under other brands
 This article focuses on the legacy Sharpie permanent marker line

Sharpie markers are made with several tips
 The most common and popular is the Fine tip
"
plastic fork,209535,,"In cutlery or kitchenware, a fork (from the Latin furca (""pitchfork"")) is a utensil, now usually made of metal, whose long handle terminates in a head that branches into several narrow and often slightly curved tines with which one can spear foods either to hold them to cut with a knife or to lift them to the mouth
  


== History ==

Bone forks have been found in archaeological sites of the Bronze Age Qijia culture (2400–1900 BC), the Shang dynasty (c
 1600–c
 1050 BC), as well as later Chinese dynasties
 A stone carving from an Eastern Han tomb (in Ta-kua-liang, Suide County, Shaanxi) depicts three hanging two-pronged forks in a dining scene
"
thermometer,218427,,"A thermometer is a device that measures temperature or a temperature gradient
 A thermometer has two important elements: (1) a temperature sensor (e
g
 the bulb of a mercury-in-glass thermometer or the pyrometric sensor in an infrared thermometer) in which some change occurs with a change in temperature; and (2) some means of converting this change into a numerical value (e
g
 the visible scale that is marked on a mercury-in-glass thermometer or the digital readout on an infrared model)
 Thermometers are widely used in technology and industry to monitor processes, in meteorology, in medicine, and in scientific research
"
candle,511536,,"Candy, also called sweets (British English) or lollies (Australian English, New Zealand English), is a confection that features sugar as a principal ingredient
  The category, called sugar confectionery, encompasses any sweet confection, including chocolate, chewing gum, and sugar candy
 Vegetables, fruit, or nuts which have been glazed and coated with sugar are said to be candied

Physically, candy is characterized by the use of a significant amount of sugar or sugar substitutes
  Unlike a cake or loaf of bread that would be shared among many people, candies are usually made in smaller pieces
"
checkbook,320509,,"A cheque, or check (American English; see spelling differences), is a document that orders a bank to pay a specific amount of money from a person's account to the person in whose name the cheque has been issued
 The person writing the cheque, known as the drawer, has a transaction banking account (often called a current, cheque, chequing or checking account) where their money is held
 The drawer writes the various details including the monetary amount, date, and a payee on the cheque, and signs it, ordering their bank, known as the drawee, to pay that person or company the amount of money stated

Cheques are a type of bill of exchange that were developed as a way to make payments without the need to carry large amounts of money
 Paper money evolved from promissory notes, another form of negotiable instrument similar to cheques in that they were originally a written order to pay the given amount to whoever had it in their possession (the ""bearer"")
"
grid paper,673637,,"Graph paper, coordinate paper, grid paper, or squared paper is writing paper that is printed with fine lines making up a regular grid
 The lines are often used as guides for plotting graphs of functions or experimental data and drawing curves
 It is commonly found in mathematics and engineering education settings and in laboratory notebooks
 Graph paper is available either as loose leaf paper or bound in notebooks



== History ==
The first commercially published ""coordinate paper"" is usually attributed to Dr
"
cup,525184,,"A cup is an open-top container used to hold liquids for pouring or drinking; it also can be used to store solids for pouring (e
g
, sugar, flour, grains)
 Cups may be made of glass, metal, china, clay, wood, stone, polystyrene, plastic, aluminium or other materials, and are usually fixed with a stem, handles, or other adornments
 Cups are used for quenching thirst across a wide range of cultures and social classes, and different styles of cups may be used for different liquids or in different situations
 Cups of different styles may be used for different types of liquids or other foodstuffs (e
g
 teacups and measuring cups), in different situations (e
g
"
